学校,官网,招生网
泉州经贸职业技术学院,http://www.qzjmc.cn,http://zs.qzjmc.edu.cn/
桂林航天工业学院,http://www.glcat.edu.cn,http://departs.guat.edu.cn/zsw/
陕西航空职业技术学院,http://www.sxhkxy.com/,http://www.sxhkxy.com/zs.asp
上海科学技术职业学院,http://www.scst.edu.cn,http://www.scst.edu.cn/s/48/main.htm
福建船政交通职业学院,http://www.fjcpc.edu.cn,http://www.fjcpc.edu.cn/zs/index.jsp
湖北交通职业技术学院,http://www.hbctc.edu.cn,http://zsw.hbctc.edu.cn/
新疆轻工职业技术学院,http://www.xjqg.edu.cn,http://www.xjqg.edu.cn/xjqgxy/sub_enrollment.asp
天津工程职业技术学院,http://www.tjeti.com,http://www.tjeti.com/lndex.aspx?PkId=1933
广西机电职业技术学院,http://www.gxcme.edu.cn,http://210.36.158.9/NewsReleaseSystem/DefaultZT.as
湖北财经高等专科学校,http://www.hbcz.com,http://www.baidu.com/s?wd=湖北财经高等专科学校
苏州工业职业技术学院,http://www.siit.edu.cn,http://zs.siit.cn/
陕西经济管理职业技术学院,http://www.sxjgy.com/,http://www.sxjgy.com/list/2014121514/2014091314291
天津现代职业技术学院,http://www.xdxy.com.cn,http://www.xdxy.com.cn/zsjy/index.asp
重庆建筑工程职业学院,http://www.cctc.cq.cn/,http://www.cctc.cq.cn/Portal/xz/zsjy.htm
威海职业学院,http://www.weihaicollege.com,http://www.weihaicollege.com/zhaosheng/
杨凌职业技术学院,http://www.ylvtc.com/,http://zjc.ylvtc.cn/
北京财贸职业学院,http://www.bjczy.edu.cn,http://zs.bjczy.edu.cn/
重庆工贸职业技术学院,http://www.cqgmy.cn,http://www.cqgmy.cn/Item/list.asp?id=568
秦皇岛职业技术学院,http://www.qhdvtc.com,http://wt.qhdvtc.com/zs/
上海城建职业学院,http://www.shumc.edu.cn,
聊城职业技术学院,http://www.lctvu.sd.cn,http://zsjyw.lcvtc.edu.cn/zsw/index.asp
长春金融高等专科学校,http://www.cjgz.edu.cn,http://www.cjgz.edu.cn/zhaosheng/indexs.php
苏州百年职业学院,http://www.scc.edu.cn/,http://zjw.scc.edu.cn/
内蒙古建筑职业技术学院,http://www.imaa.edu.cn,http://zs.imaa.edu.cn/structure/index.htm
北京信息职业技术学院,http://www.bitc.edu.cn,http://www.bitc.edu.cn/zs/
九江职业技术学院,http://www.jvtc.jx.cn,http://zsw.zbrcw.cn/
广东岭南职业技术学院,http://www.lingnancollege.com.cn,http://www.lingnancollege.com.cn/2013zs/index.html
江西经济管理职业学院,http://www.jiea.cn,
重庆电力高等专科学校,http://www.cqepc.com.cn,http://zsxx.cqepc.com.cn/
上海立达职业技术学院,http://www.lidapoly.edu.cn,http://jytd.lidapoly.edu.cn/zhaosheng/
湖北职业技术学院,http://www.hbvtc.edu.cn,http://zs.hbvtc.edu.cn/
南宁学院,http://www.yjdx.net,http://zs.nnxy.cn/
福建商业高等专科学校,http://www.fjsgz.com.cn,
承德石油高等专科学校,http://www.cdsygz.com,http://218.207.74.39/
湖北水利水电职业技术学院,http://www.hbsy.cn,http://xzjg.hbsy.cn/zsb/index.asp
西安航空职业技术学院,http://www.xihang.com.cn/,http://123.138.76.68:8080/yy/index.asp
内蒙古商贸职业学院,http://www.imvcc.com,http://www.imvcc.com/zsjyc/
商丘医学高等专科学校,http://www.sqyx.edu.cn,http://old.sqyx.edu.cn/www/yzzs/index.asp
广东女子职业技术学院,http://www.gdfs.edu.cn,http://sites.gdfs.edu.cn/zsxx/
郑州电力高等专科学校,http://www.zepc.edu.cn,http://www.zepc.edu.cn/cms/
厦门海洋职业技术学院,http://www.xmoc.cn,http://www.xmoc.cn/zs/
广东工贸职业技术学院,http://www.gdgm.cn,http://dept.gdgm.cn/zsw/
天津城市职业学院,http://www.tjcsxy.cn,http://www.tjcsxy.cn/jgsz/zszn/index.php
重庆三峡医药高等专科学校,http://www.sxyyc.net,http://www.sxyyc.net/zsc/Article/Index.asp
福州职业技术学院,http://www.fvti.cn,http://59.79.196.33/
景德镇学院,http://www.jcc.jx.cn,http://jcc.good-edu.cn/
湖南铁道职业技术学院,http://www.hnrpc.com,http://www.hnrpc.com:83/zsb/zsindex.asp
天津机电职业技术学院,http://www.suoyuan.com.cn,http://www.tjjdedu.com/zhaosheng/
哈尔滨职业技术学院,http://www.hzjxy.net,http://a.hzjxy.net/
广东工程职业技术学院,http://www.gpc.net.cn,http://gpczs.good-edu.cn/
郑州财经学院,http://www.zzjm.edu.cn,http://zb.zzjm.edu.cn/
天津轻工职业技术学院,http://www.tjlivtc.edu.cn,http://61.181.156.190/
常州轻工职业技术学院,http://www.czili.edu.cn,http://zs.czqgxy.cn
湖南交通职业技术学院,http://www.hnjtzy.com.cn,http://www3.hnjtzy.com.cn:7004/
上海思博职业技术学院,http://www.shsipo.com,http://222.44.47.11:8081/web/zs/1
昆明冶金高等专科学校,http://www.kmyz.edu.cn/,http://wzqxt.kmyz.edu.cn/pub/ejzd/zsxx/
达州职业技术学院,http://www.dzvtc.com,http://zjc.dzvtc.edu.cn/zsw/index.asp
黑龙江生物科技职业学院,http://www.swkj.net,http://www.swkj.net/zhaoshengchu/zhaosheng.asp
广州科技贸易职业学院,http://www.gzkmu.cn,http://zsw.gzkmu.edu.cn/
上海出版印刷高等专科学校,http://www.sppc.edu.cn,http://zzd.sppc.edu.cn:8080/zs/Web_sppc_zs/Pages/
吉林铁道职业技术学院,http://www.jtpt.cn,http://www.jtpt.cn/Zsjy/intro.asp?BigClassID=129&a
保险职业学院,http://www.bxxy.com,http://zhaosheng.bxxy.com/
江西工程学院,http://www.ygxy.com,http://zsw.ygxy.com/
广州科技职业技术学院,http://www.gzkjxy.net,http://zs.gzkjxy.net/
广州工程技术职业学院,http://www.gzvtc.cn,http://www.gzvtc.cn/ZSW/
广西职业技术学院,http://www.gxzjy.com,http://zj.gxzjy.com/
重庆工程职业技术学院,http://www.cqvie.edu.cn/,http://www.cqvie.edu.cn/zs
西安铁路职业技术学院,http://xatzy.com/xatzy.cn/,http://old.xatzy.cn/zsb/index.asp
内蒙古交通职业技术学院,http://www.nmjtzy.com,http://www.nmjtzy.com/Zsjy/
苏州卫生职业技术学院,http://www.szmtc.com,http://app2.szmtc.com/zsw/
重庆警察学院,http://www.cqjy.com.cn/,http://www.cqjy.com.cn/content.aspx?cid=69
呼和浩特职业学院,http://www.hhvc.net.cn,http://zsxx.hhvc.net.cn/
河南机电高等专科学校,http://www.hneeu.edu.cn,
青岛港湾职业技术学院,http://www.qdgw.edu.cn,http://zs.qdgw.edu.cn/
杭州医学院,http://www.zjmc.net.cn/,
苏州经贸职业技术学院,http://www.szjm.edu.cn,http://www.szjm.edu.cn/site/xsc/zsb/index.html
上海中华职业技术学院,http://www.zhonghuacollege.com,http://www.zhonghuacollege.com/zsxx/
海南职业技术学院,http://www.hcvt.cn,http://zs.hcvt.cn/
贵州工业职业技术学院,http://www.gzky.edu.cn/,http://zhaosjiuy.gzky.edu.cn/index/zsxxw/wzsy.htm
上海工艺美术职业学院,http://www.gymy.cn,http://116.236.145.23/zhao/index.asp
泉州医学高等专科学校,http://www.qzygz.com,http://www.qzygz.com/News/xsgzc/
哈尔滨电力职业技术学院,http://hepotc.hl.sgcc.com.cn,http://www.hl.sgcc.com.cn/html/hdy/col865/column_8
江门职业技术学院,http://www.jmpt.cn,http://zsxx.jmpt.cn/
江苏海事职业技术学院,http://www.jmi.edu.cn,http://zs.jmi.edu.cn/
北京电子科技职业学院,http://www.dky.bjedu.cn,http://www.dky.bjedu.cn/zsw/
广东职业技术学院,http://www.gdptc.cn/default.shtml,http://www.gdptc.cn/zsb/Default.shtml
重庆工业职业技术学院,http://www.cqipc.net,http://www.cqipc.net/zsxx/
广州华立科技职业学院,http://www.hlxy.net,http://www.hlxy.net/cszs/
四川城市职业学院,http://www.scuvc.com,http://zs.scuvc.com/
江西电力职业技术学院,http://www.dlzy.jx.sgcc.com.cn,
湖南医药学院,http://www.yizhuan.com,
重庆财经职业学院,http://www.cqcfe.com,
长沙师范学院,http://www.cssf.cn,
保定电力职业技术学院,http://www.bddy.cn/,
南京信息职业技术学院,http://www.njcit.edu.cn,
广州城建职业学院,http://www.gzccc.edu.cn,
上海东海职业技术学院,http://www.esu.edu.cn,
南通职业大学,http://www.ntvc.edu.cn,
天津石油职业技术学院,http://www.tjsyxy.com,
扬州工业职业技术学院,http://www.ypi.edu.cn,
西安电力高等专科学校,http://www.xaepi.edu.cn/,
山东中医药高等专科学校,http://www.stcmchina.com,
江西建设职业技术学院,http://www.jxjsxy.com,
宁波职业技术学院,http://www.nbptweb.net,
陕西青年职业学院,http://www.sxqzy.com/,
通辽职业学院,http://www.tlzyxy.com,http://www.tlzyxy.com/zsjy/
沈阳职业技术学院,http://www.vtcsy.com,http://zj.vtcsy.com/zhaosheng/
江苏经贸职业技术学院,http://www.jseti.edu.cn,http://zjb.jseti.edu.cn/
河南医学高等专科学校,http://www.hamc.edu.cn/,http://zsjyc.hamc.edu.cn/
常州工程职业技术学院,http://www.czie.net,http://www.czie.net/zs/
四川商务职业学院,http://www.scsw.net.cn,
南充职业技术学院,http://www.nczy.edu.com,http://zs.nczy.com/
长沙南方职业学院,http://www.nfdx.net,http://www.nfdx.net/zs/
河北工业职业技术学院,http://www.hbcit.edu.cn,http://zsjy.hbcit.edu.cn/zhaosheng/index.asp
漯河医学高等专科学校,http://www.lhmc.edu.cn,http://zs.lhmc.edu.cn/
连云港师范高等专科学校,http://www.lygsf.cn,http://zs.lygsf.cn/
濮阳职业技术学院,http://www.pyvtc.cn,http://zs.pyvtc.cn/
黄冈职业技术学院,http://www.hgpu.edu.cn,http://www.hbhgzy.com.cn/zsc/
上海工商职业技术学院,http://www.xq.sh.cn,http://zhaosheng.sicp.sh.cn/
上海农林职业技术学院,http://www.shafc.ed.cn,http://www.shafc.edu.cn/NL/ListPage.aspx?SectionId
济南职业学院,http://www.jnvc.cn,http://zs.jnvc.cn/
广东建设职业技术学院,http://www.gdcvi.net,http://stu.gdcvi.net/
浙江警官职业学院,http://www.zjjy.com.cn,http://www.zjjy.com.cn/Html/enroll/
长沙航空职业技术学院,http://www.cavtc.cn,http://zs.cavtc.cn/
天津青年职业学院,http://www.tjqnzyxy.cn,http://www.tjqnzyxy.cn/zhaosheng/?Pkid=CK0501
浙江电力职业技术学院,http://www.zjevtc.cn,
重庆商务职业学院,http://www.cqswxy.cn,http://www.cqswxy.cn/zsztw.jsp?intdepartmentid=48&
广州工商学院,http://www.gzgs.org.cn,http://www.gzgs.org.cn:8080/zsbweb/
豫章师范学院,http://www.nctc.com.cn,http://subweb.nctc.com.cn/zsb/index.asp
江苏财经职业技术学院,http://www.jscj.edu.cn,http://zs.jscj.edu.cn/
兰州石化职业技术学院,http://www.lzpcc.edu.cn/,http://dept.lzpcc.edu.cn/090425zsjy/index.asp
天津中德职业技术学院,http://www.zdtj.cn,
上海行健职业学院,http://www.shxj.cn,http://www.shxj.cn/ygzs/index.asp
湖北三峡职业技术学院,http://www.tgc.edu.cn,http://www.tgc.edu.cn/zsjy/Index.asp
江西外语外贸职业学院,http://www.jxcfs.com,http://zs.jxcfs.com/NodePage.aspx?NodeID=23
海南软件职业技术学院,http://www.hnspi.edu.cn,http://zs.hncst.edu.cn/
上海电子信息职业技术学院,http://www.stiei.edu.cn,http://zsw.stiei.edu.cn/
辽宁建筑职业技术学院,http://www.lnjzxy.com,http://www.baidu.com/s?wd=辽宁建筑职业技术学院
江西旅游商贸职业学院,http://www.jxlsxy.com,http://zsb.jxlsxy.com
佳木斯职业学院,http://www.jmszy.com,http://www.jmszy.com/e/action/ListInfo/?classid=17
黑龙江职业学院,http://www.hljp.edu.cn/,http://www.hljp.edu.cn/zs/
顺德职业技术学院,http://www.sdpt.com.cn,http://218.13.33.164/48m/Main/Main.asp
河北交通职业技术学院,http://www.hejtxy.edu.cn,http://www.hejtxy.edu.cn/ZhaoSheng/index/zsgz.aspx
平顶山工业职业技术学院,http://www.pzxy.edu.cn,http://zs.pzxy.edu.cn/
烟台职业学院,http://www.ytvc.com.cn,http://221.0.90.138:9005/index.asp
清远职业技术学院,http://www.qypt.com.cn,http://www.qypt.com.cn:3088/
四川幼儿师范高等专科学校,http://www.scyesz.com,http://www.scyesz.com/05/
山东理工职业学院,http://www.sdlgzy.com,http://zz.sdlgzy.com/site/zsjy/index.aspx
福建对外经济贸易职业技术学院,http://www.fibec.cn,http://www.fibec.cn/zsjy.asp
浙江工业职业技术学院,http://www.zjipc.com,http://zs.zjipc.cn/
开封大学,http://www.kfu.edu.cn,http://www2.kfu.edu.cn/gljg/zs/home/
辽宁金融职业学院,http://www.lnfvc.cn,http://www.lnfvc.edu.cn/depart/recruit/index.asp
黑龙江司法警官职业学院,http://www.hlsfjx.com,http://www.hlsfjx.com/zs/index_zs.php
湖北城市建设职业技术学院,http://www.ucvc.net,http://zhaosheng.ucvc.net/
珠海城市职业技术学院,http://www.zhcpt.edu.cn,http://zs.zhcpt.edu.cn/
海南外国语职业学院,http://www.hnflvc.com,http://www.hnflvc.com/zs/
天津海运职业学院,http://www.tjhyzyxy.com,http://www1.tjmvi.cn/Enrolment/index_info.aspx
河北建材职业技术学院,http://www.hbjcxy.com,http://zsw.hbjcxy.com/
建东职业技术学院,http://www.czjdu.com,http://zb.czjdu.com/
无锡商业职业技术学院,http://www.wxic.edu.cn/,http://zs.wxic.edu.cn/
广东松山职业技术学院,http://www.gdsspt.net,http://www.gdsspt.cn/zsxx/
黑龙江农业工程职业学院,http://www.hngzy.com,http://zs.hngzy.com/
重庆水利电力职业技术学院,http://www.cqsdzy.com/,http://www.cqsdzy.com/html/zhaoshengjiuyechu/
浙江交通职业技术学院,http://www.zjvtit.edu.cn,http://zs.zjvtit.edu.cn/default.asp
黑龙江农垦职业学院,http://www.nkzy.com,http://www.nkzy.com/zs/
山东商务职业学院,http://www.sdbi.com.cn,http://zs.sdbi.com.cn/
重庆航天职业技术学院,http://www.cqepc.cn,http://www.cqepc.cn:9000/zhaosheng/
广西建设职业技术学院,http://www.gxjsxy.cn,http://www.gxjsxy.cn/view/xzbm/zsjy/default.aspx
浙江长征职业技术学院,http://www.zjczxy.cn,http://zs.zjczxy.cn/
乐山职业技术学院,http://www.lszyxy.com,http://www.lszyxy.com/zsw/
福州黎明职业技术学院,http://www.fzlmxy.cn,http://zsb.fzlmxy.cn/
河南牧业经济学院,http://www.hnuahe.edu.cn/,http://218.28.225.91/zhaojiuban/SiteFiles/Inner/pa
长江工程职业技术学院,http://www.cj-edu.com.cn,http://www.cj-edu.com.cn/zbbzs/default.asp
上海建峰职业技术学院,http://www.shjf.com,
重庆能源职业学院,http://www.cqny.net,http://www.cqny.net/zsxx/
广西水利电力职业技术学院,http://www.gxsdxy.cn,http://www.gxsdxy.cn/catalogbumen/39
琼台师范学院,http://www.qttc.edu.cn,
黑龙江信息技术职业学院,http://www.hljitpc.com,http://text6.idcbiz.cn/zs/
浙江旅游职业学院,http://www.tczj.net,http://zs.tourzj.edu.cn/
陕西职业技术学院,http://www.spvec.com.cn/,http://www.spvec.com.cn/zsjy/zsxxw/zsxxwsy.htm
西安医学高等专科学校,http://www.xagdyz.com/,http://zsw.xagdyz.com/
北京农业职业学院,http://www.bvca.edu.cn,http://58.30.20.213/defaultzhaosheng.aspx
黑龙江商业职业学院,http://www.hljszy.net,http://zsb.hljszy.net/
无锡科技职业学院,http://www.wxstc.cn,http://www.wxstc.cn/zsb/
福建电力职业技术学院,http://www.fjdy.net,http://zs.fjdy.net/
私立华联学院,http://www.hlu.edu.cn/,http://zsb.hlu.edu.cn/
江西工程职业学院,http://www.jxgcxy.com,http://www.jxgcxy.com/Item/list.asp?id=214
湖南大众传媒职业技术学院,http://www.hnmmc.cn,http://zsw.new.hnmmc.cn:8080/index.html
温州职业技术学院,http://www.wzvtc.cn,http://zs.wzvtc.cn/zs/
厦门医学高等专科学校,http://www.xmygz.cn,
陕西铁路工程职业技术学院,http://www.sxri.net/,http://zs.sxri.net/
南京科技职业学院,http://www.njcc.edu.cn,http://zjb.njcc.edu.cn/
沧州医学高等专科学校,http://www.czmc.cn/,http://web.czmc.cn:8011/zhaosheng/default.html
河北政法职业学院,http://www.helc.edu.cn,http://www.helc.edu.cn/zs/index.aspx
泰州学院,http://www.tzsz.net,http://zsb.tzu-edu.cn/
雅安职业技术学院,http://www.yazjy.com,http://www.yazjy.com/znbm/zsjyc/zsw/zswDefault.htm
鄂州职业大学,http://www.ezu.cn,http://zhaoban.ezu.cn/index.jsp
黑龙江旅游职业技术学院,http://www.ljly.net,http://www.ljly.net/index3.asp?lanmuid=482
白城医学高等专科学校,http://www.bcyz.cn,http://www.bcyz.cn/zhaosheng/
北京政法职业学院,http://www.bmcpl.cn,http://zs.bcpl.cn/
内蒙古化工职业学院,http://www.hgzyxy.com.cn,http://www.hgzyxy.com.cn/Category_314/index.aspx
四川信息职业技术学院,http://www.scitc.com.cn,http://web2.scitc.com.cn/ZhuanTi/ZhaoSheng/
上海中侨职业技术学院,http://www.shzq.edu.cn,http://www.shzq.edu.cn/ygzs/Default.aspx
河源职业技术学院,http://www.hycollege.net,http://www.hzyzsb.com/index.html
北京工业职业技术学院,http://www.bgy.org.cn,http://zs.bgy.org.cn/index.do?groupId=3
陕西能源职业技术学院,http://www.sxny.cn/,http://zsb.sxny.cn/index.php
河南经贸职业学院,http://www.hnjmxy.cn,http://jyzs.hnjmxy.cn/
太原学院,http://www.sxtyu.com,http://zjc.sxtyu.com/
江西司法警官职业学院,http://www.jxsfjy.cn,http://218.65.115.100:801/web/zsb/INDEX.htm
漳州职业技术学院,http://www.fjzzy.org,http://zs.fjzzy.org/
新疆农业职业技术学院,http://www.xjnzy.edu.cn/,http://www.xjnzy.edu.cn/zsb/
重庆海联职业技术学院,http://www.ccca.edu.cn/,http://www.cqhl.net.cn/news/99.aspx
河北外国语职业学院,http://www.hbvcfl.com.cn,
四川工业科技学院,http://www.scimvc.cn/,http://www.scimvc.cn/zxzs.htm
广州涉外经济职业技术学院,http://www.gziec.net,http://www.gziec.net/zsxx/index.aspx
广州南洋理工职业学院,http://www.nyjy.cn,http://www.nyjy.cn/zsb/index.asp
广东机电职业技术学院,http://www.gdmec.com,http://zs.xg.gdmec.cn/default.php
云南交通职业技术学院,http://www.yncs.edu.cn/,http://116.249.58.31:7001/GXGLPT/MHWZ/MHWQTGL/Inde
武汉民政职业学院,http://www.whmzxy.cn,http://www.whmzxy.cn/xibu/zsjyw/
广东食品药品职业学院,http://www.gdyzy.edu.cn,http://www.gdyzy.edu.cn/zsxx/Pages/default.aspx
安徽医学高等专科学校,http://www.ahyz.cn,http://zsw.ahyz.cn/
福建信息职业技术学院,http://www.mitu.cn,http://www.mitu.cn:1016/xxgl/INDEXMAIN-AF4CB3A8A99
江西交通职业技术学院,http://www.jxjtxy.com,http://zsb.jxjtxy.com/
石家庄铁路职业技术学院,http://www.sirt.edu.cn,http://zsjyc.sirt.edu.cn/a/zs/index.html
淄博师范高等专科学校,http://www.zbnc.edu.cn/,http://zs.zbnc.edu.cn/
江西环境工程职业学院,http://www.jxhjxy.com,http://www.hjxyzsc.icoc.cc/
丽江师范高等专科学校,http://www.lj-edu.cn/,http://www.lj-edu.cn/
江西信息应用职业技术学院,http://www.jxcia.com,http://www.jxcia.com/recruitment/recruitment.asp
徐州工业职业技术学院,http://www.xzcit.edu.cn/,http://zsb.xzcit.cn/
天津公安警官职业学院,http://www.tjjingyuan.cn,http://zsjy.tjjingyuan.cn/
江西科技职业学院,http://www.jxkeda.com,http://zsb.jxkeda.com/
无锡城市职业技术学院,http://www.wxcsxy.com,http://zhaosheng.wxcu.edu.cn/cyzs/
山东水利职业学院,http://www.sdwrp.com,http://zsxxw.sdwrp.com/
宁波城市职业技术学院,http://www.nbcc.cn,http://www.nbcc.cn/zsw/
银川能源学院,http://www.ycu.com.cn/,http://www.ycu.com.cn/zjc/zjc_index.html
河北化工医药职业技术学院,http://www.hebcpc.cn,http://222.222.32.16:82/zs/
渤海船舶职业学院,http://www.bhcy.cn,http://zsw.bhcyzb.com/index.html
锦州师范高等专科学校,http://www.jzsz.com.cn,http://www.jzsz.com.cn/zsw/index.asp
淄博职业学院,http://www.zbvc.cn,http://zb.zbvc.cn/
陕西国防工业职业技术学院,http://www.gfxy.com,http://zs.gfxy.com/
泸州职业技术学院,http://www.lzy.edu.cn,http://site.lzy.edu.cn/zsxx/
辽宁经济职业技术学院,http://www.lnemci.com,http://www.lnemci.com/zs/
温州科技职业学院,http://www.wzvcst.edu.cn,http://zs.wzvcst.edu.cn/
天津工业职业学院,http://www.tjmvti.cn,http://zsb.tjmvti.cn/
柳州职业技术学院,http://www.lzzy.net,http://zs.lzzy.net/
四川水利职业技术学院,http://www.swcvc.net.cn,http://www.swcvc.net.cn/zhaoshengjiuye/
四川科技职业学院,http://www.scstc.cn,http://zs.scstc.cn/
包头铁道职业技术学院,http://www.bttzy.com,http://www.bttzy.com/zsxx/Index.asp
桂林师范高等专科学校,http://www.glnc.edu.cn,http://www.glnc.edu.cn/text/zsxx/index.html
天津国土资源和房屋职业学院,http://www.tjgfxy.com.cn,http://zs.tjgfxy.com.cn/
浙江同济科技职业学院,http://www.zjtongji.edu.cn,http://zs.zjtongji.edu.cn/
上海邦德职业技术学院,http://www.shbangde.com,http://www.shbangde.com/zb2013/index.htm
广西国际商务职业技术学院,http://www.gxibvc.net,http://zjc.gxibvc.net/Zsxx/Index.asp
石家庄职业技术学院,http://www.sjzpt.edu.cn,http://zhaosheng.sjzpt.edu.cn/index.html
无锡工艺职业技术学院,http://www.wxgyxy.cn,http://58.193.80.5/zsxx/Default.aspx
汉江师范学院,http://www.yytc.net.cn,
随州职业技术学院,http://www.szvtc.cn,http://www.szzyzb.com/
重庆城市职业学院,http://www.cqcvc.com.cn,http://zsw.cqcvc.com.cn/
江西机电职业技术学院,http://www.jxjdxy.com,http://zs.jxjdxy.com/
吉林交通职业技术学院,http://www.jjtc.com.cn,http://zsbgs.jljy.edu.cn/
四川托普信息技术职业学院,http://www.scetop.com,http://zs.scetop.com/index.aspx
茂名职业技术学院,http://www.mmvtc.cn,http://websites.mmvtc.cn:808/zsw/
广东南华工商职业学院,http://www.nhic.edu.cn,
眉山职业技术学院,http://www.msvtc.net,http://zs.msvtc.net/
山东外贸职业学院,http://www.sdwm.cn/,http://www.sdwm.cn/
汕头职业技术学院,http://stzy.stedu.net/,http://www.stpt.edu.cn:8080/web/gxb/zsxx/
金山职业技术学院,http://www.jinshan-cn.com,http://zs.jscu.cn/zs/index.php
三亚航空旅游职业学院,http://www.hnasatc.com,http://116.13.11.28/new/zhaoshen/
扬州市职业大学,http://www.yzpc.edu.cn,http://www.baidu.com/s?wd=扬州市职业大学
石家庄信息工程职业学院,http://www.sjziei.com/,http://121.28.160.51:8088/zb/
武夷山职业学院,http://www.wyszyxy.com,http://www.wyszyxy.com/
扬州环境资源职业技术学院,http://www.yzerc.edu.cn,http://www.yzerc.org/zsw/
山东电力高等专科学校,http://www.sepc.edu.cn,http://www.sepc.edu.cn/zhaoshenggongzuo/zhaoshengz
黑龙江农业职业技术学院,http://www.hljnzy.net,http://218.7.112.122/zsxxw/
西安职业技术学院,http://www.xzyedu.com.cn/,http://www.xzyedu.com.cn/zsxx/
宁波卫生职业技术学院,http://www.nchs.edu.cn/,http://61.164.87.155/tywx/zhaosheng/
黑龙江生态工程职业学院,http://www.hfmc.net,http://www.hfmc.net/zs.htm
新疆建设职业技术学院,http://www.xjjszy.net,http://www.xjjszy.net:8013/
伊春职业学院,http://www.ycvc.com.cn,http://221.211.108.251/
河北机电职业技术学院,http://www.hbjd.com.cn,http://www.hbjd.com.cn/zs/
天津生物工程职业技术学院,http://www.tjbio.cn,http://www.tjbio.cn/index.aspx?lanmuid=86
广西交通职业技术学院,http://www.gxjzy.com,http://219.159.83.5/zsjy2007/zhangsen1/index.asp
常州纺织服装职业技术学院,http://www.cztgi.edu.cn,http://zs.cztgi.edu.cn/
天津开发区职业技术学院,http://www.tedazj.com,http://www.tedazj.com/zs/
嘉兴职业技术学院,http://www.jxvtc.net,http://zjw.jxvtc.edu.cn/Web/Default.aspx
湖南工业职业技术学院,http://www.hunangy.com,http://zs.hunangy.com/
广东邮电职业技术学院,http://www.gupt.net,http://www.gupt.net/?DayEdu/Admissions/
浙江工贸职业技术学院,http://www.zjitc.net,http://zs.zjitc.net/
江西工业职业技术学院,http://www.jxgzy.cn,http://www.jxgzy.cn/Dept_ZJC/Web_ZSW/
湖南科技工业职业技术学院,http://www.hnkgzy.com,
吉林电子信息职业技术学院,http://www.jltc.edu.cn,http://www.jltc.edu.cn/models/zsjy/index.aspx
安徽财贸职业学院,http://www.aftvc.com,http://220.178.74.76/zsxx/
重庆传媒职业学院,http://www.cqcmxy.com/index.html,http://www.cqcmxy.com:8097/zb/default.html
广西经济职业学院,http://www.gxjjzyxy.com,http://www.gxevc.com/zs/
南阳医学高等专科学校,http://www.nymc.cn,http://zhaosheng.nymc.cn/
山东司法警官职业学院,http://www.sdsfjy.com,http://www.sdsfjy.com/zs/
北京交通职业技术学院,http://www.jtxy.com.cn,http://www.jtxy.com.cn/index.php?m=content&c=i
重庆科创职业学院,http://www.cqie.cn,http://www.cqie.cn/zs.html
新疆交通职业技术学院,http://www.xjjtedu.com/,http://www.xjjtedu.com/zb/
包头职业技术学院,http://www.btzyjsxy.cn,http://btzyjsxyzs.university-hr.com/
河套学院,http://www.hetaodaxue.com,http://www.hetaodaxue.com/zsxx/web/index.asp
辽宁装备制造职业技术学院,http://www.ltcem.com,http://zs.ltcem.com/
贵州交通职业技术学院,http://www.gzjtzy.net/,http://zsjy.gzjtzy.net/
义乌工商职业技术学院,http://www.ywu.cn,http://zsb.ywu.cn/
阳江职业技术学院,http://www.yjcollege.net,http://www.yjcollege.net/cmsdepartment/?websiteid=
广西工业职业技术学院,http://www.gxic.net,http://gxiczs.good-edu.cn/
南通航运职业技术学院,http://www.ntsc.edu.cn,http://211.70.1.1/zhaosheng/
安徽中医药高等专科学校,http://www.ahzyygz.com,http://www.ahzyygz.com/548846/
河北司法警官职业学院,http://www.jjgxy.com.cn,http://zsjy.jjgxy.com.cn/
河北工程技术高等专科学校,http://www.hbgz.edu.cn,
山东科技职业学院,http://www.sdzy.com.cn,http://www.sdzy.com.cn/zhangsheng-fen.htm
贵阳护理职业学院,http://www.gynvc.edu.cn/,http://zhaojiu.gynvc.edu.cn/
陕西电子科技职业学院,http://www.sxetcedu.com/,http://www.sxetcedu.com/?list-699.html
内蒙古机电职业技术学院,http://www.nmgjdxy.com,http://zs.nmgjdxy.com/
北京京北职业技术学院,http://www.jbzy.com.cn,http://www.jbzy.com.cn/group.php?GroupID=1578
海南经贸职业技术学院,http://www.hnjmc.com/,http://202.100.206.42:8011/
福建林业职业技术学院,http://www.fjlzy.com,http://www.fjlzy.com/zsb/index.html
陕西工业职业技术学院,http://www.sxpi.com.cn/,http://zsw.sxpi.edu.cn/
四川国际标榜职业学院,http://pivotpoint.edu.cn/,http://admission.polus.edu.cn/
内蒙古警察职业学院,http://www.imppc.cn,http://zsjy.imppc.cn/
营口职业技术学院,http://www.ykdx.net,http://60.22.25.33/zsb/indexa.asp
中山火炬职业技术学院,http://www.zstp.cn,http://119.145.248.38:789/html/zsbydy/
河北外国语学院,http://www.hbwy.com.cn/,http://zsb.hbwy.com.cn/
上海海事职业技术学院,http://www.sma.edu.cn,http://www.sma.edu.cn/OceanAffairs.Web/home/Genera
北京经济技术职业学院,http://www.tangedu.cn,http://rec.bibt.edu.cn/
江西现代职业技术学院,http://www.jxxdxy.com,http://bm.jxxdxy.com/zs/index.asp
