学校,官网,招生网
青海大学昆仑学院,http://klc.qhu.edu.cn,http://klc.qhu.edu.cn
西藏藏医学院,http://www.ttmc.edu.cn/,http://www.ttmc.edu.cn/zwb/zsjy/zsxx.htm
齐鲁师范学院,http://www.qlnu.edu.cn,http://qlnuzs.university-hr.com/default.php
南昌大学共青学院,http://www.ndgy.cn,http://www.ndgy.net
西安美术学院,http://www.xafa.com.cn/,http://www.xafa.com.cn/
首钢工学院,http://www.sgit.edu.cn/,http://zb.sgit.edu.cn/Recruitment/
山东工艺美术学院,http://www.sdada.edu.cn,http://www.sdada.edu.cn/zhaosheng/
南京中医药大学翰林学院,http://hlxy.njutcm.edu.cn,http://zsjy.hlxy.edu.cn/
遵义医学院医学与科技学院,http://www.zmc.edu.cn/,http://mts.zmc.edu.cn/zsjy/bkszs.htm
澳门大学,http://www.umac.mo/,http://www.umac.mo/reg/chn/index.php
集宁师范学院,http://www.jntc.nm.cn,http://www.jntc.nm.cn/zhaosheng/index.asp
沈阳音乐学院,http://www.sycm.com.cn,http://www.sycm.com.cn/info.aspx?DWid=66
大连艺术学院,http://www.dac.edu.cn/,http://zsgzc.dac.edu.cn/
江苏科技大学苏州理工学院,http://szlg.just.edu.cn/,http://szlg.just.edu.cn/StudentsWork/DailyManageme
赣南师范学院科技学院,http://www.gnsyky.cn,
贵州财经大学商务学院,http://www.gzsu.edu.cn/index.html,http://www.gzsu.edu.cn/zcw/index.html
伊犁师范学院,http://www.ylsy.edu.cn/,http://zsw.ylsy.edu.cn/
昌吉学院,http://www.cjc.edu.cn/,http://zs.cjc.edu.cn/
星海音乐学院,http://www.xhcom.edu.cn,http://www.xhzsb.com/
福建中医药大学,http://www.fjtcm.edu.cn,http://www.fjtcm.edu.cn/bkszs.jhtml
中国戏曲学院,http://www.nacta.edu.cn,http://zs.nacta.edu.cn/front/main.action;jsessioni
内蒙古大学创业学院,http://www.imuchuangye.cn,http://www.imuchuangye.cn/E_BigClass.asp?E_typeid=
宁夏大学新华学院,http://xinhua.nxu.edu.cn/,http://xinhua.nxu.edu.cn/Home/IndexRecruitStudents
东北石油大学,http://www.dqpi.edu.cn,http://www1.nepu.edu.cn/zsjy/index.asp
武汉传媒学院,http://www.whmc.edu.cn,
南京特殊教育师范学院,http://www.njty.edu.cn,
安徽工业大学工商学院,http://icc.ahut.edu.cn,http://icczs.ahut.edu.cn/
河海大学文天学院,http://www.hhuwtian.edu.cn,http://zs.hhuwtian.edu.cn/
景德镇陶瓷大学科技艺术学院,http://www.jci-ky.cn,
信阳师范学院华锐学院,http://www.xlxy.edu.cn,
中国人民解放军海军工程大学,http://www.haigongzs.com,http://www.baidu.com/s?wd=中国人民解放军海军工程大学
保山学院,http://www.bsnc.cn/,http://222.56.127.171:82/index.asp
天津音乐学院,http://www.tjcm.edu.cn,http://new.tjcm.edu.cn/zsxx.htm
贵州医科大学神奇民族医药学院,http://sqxy.gmc.edu.cn/,http://sqxy.gmc.edu.cn/list.jsp?urltype=tree.TreeT
苏州大学应用技术学院,http://tec.suda.edu.cn,http://tec.suda.edu.cn/zs/
江西服装学院,http://www.jseea.cn,http://www.fuzhuang.com.cn/zspd/
山西医科大学晋祠学院,http://www.sxmu-jcc.com,http://www.sxmu-jcc.com/jgxb/zsw/index.aspx
云南艺术学院文华学院,http://whxy.ynart.edu.cn/,http://218.194.207.104/zszw/index.html
山东农业工程学院,http://www.sdngy.edu.cn,http://www.sdngy.edu.cn/zsxx/
安徽师范大学皖江学院,http://wjxy.ahnu.edu.cn/,http://wjzsb.ahnu.edu.cn/
河北体育学院,http://www.hepec.edu.cn,http://zsxx.hepec.edu.cn/
广西艺术学院,http://www.gxai.cn,http://zsb.gxai.edu.cn/
吉林动画学院,http://www.jldh.com.cn,http://zs.jlai.edu.cn/
贵州师范大学求是学院,http://www.gznuqsxy.cn/,http://www.gznuqsxy.cn/qszsjy/
中国音乐学院,http://www.ccmusic.edu.cn,http://www.ccmusic.edu.cn/ccmusic/mainweb/ggfw/zsx
江西科技师范学院理工学院,http://www.jxstnupi.cn,
湖北师范学院文理学院,http://www.wlxy.hbnu.edu.cn,
新疆医科大学厚博学院,http://www.xjmu.edu.cn,
吉林体育学院,http://www.jlty.com.cn,http://www.jlsu.edu.cn/Html/xzbm/jwc/jwczsgz/
湖南财政经济学院,http://www.hufe.edu.cn,http://www.hufe.edu.cn/zsjy/index_2011.php
香港演艺学院,http://www.hkapa.edu,http://www.baidu.com/s?wd=香港演艺学院
郑州师范学院,http://www.zztc.com.cn,http://zsb.zznu.edu.cn/
湖北工程学院新技术学院,http://www.hbeutc.cn/,http://www.hbeutc.cn/zhaosheng/list.php?fid=5
哈尔滨金融学院,http://www.hrbjz.edu.cn,http://221.208.0.81:8801/zs/index.asp
新疆艺术学院,http://www.xjart.edu.cn/,http://218.195.180.8:8013/
湖北汽车工业学院科技学院,http://kjxy.huat.edu.cn/,http://kyoa.huat.edu.cn:8000/kjxy_zsw/
长江大学工程技术学院,http://gcxy.yangtzeu.edu.cn,http://yucte.yangtzeu.edu.cn
兰州工业学院,http://www.lzit.edu.cn/,http://zjc.lzptc.edu.cn/
池州学院,http://zs.czu.edu.cn,http://zs.czu.edu.cn/
西安音乐学院,http://www.xacom.edu.cn/,http://zsb.xacom.edu.cn/web/
武警成都指挥学院,,http://www.baidu.com/s?wd=武警成都指挥学院
湖北医药学院,http://www.yymc.edu.cn,http://zs.hbmu.edu.cn/structure/index.htm
广西警察学院,http://www.gagx.com.cn,
海军大连舰艇学院,http://www.dljy.edu.cn,
上海财经大学浙江学院,http://www.shufe-zj.edu.cn/,http://zs.shufe-zj.edu.cn/
山东青年政治学院,http://www.sdyc.cn,http://zsb.sdyu.edu.cn/
安徽新华学院,http://www.axhu.edu.cn,http://zhaosheng.axhu.cn/welcome/
江苏师范大学科文学院,http://kwxy.xznu.edu.cn/,http://kwxy.xznu.edu.cn/_t372/main.htm
呼和浩特民族学院,http://www.imnc.edu.cn,http://211.82.176.4:82/zsb/index.asp
青岛工学院,http://www.oucqdc.edu.cn,http://121.251.136.3:81/
长春财经学院,http://www.iecjlufe.edu.cn,http://www.iecctc.com/jiuye/zhaoshengjiuye.aspx
黑龙江工商学院,http://www.chdxy.cn,http://www.chdxy.com/lanmuhuishou/list05/
安徽农业大学经济技术学院,http://jjjs.ahau.edu.cn,http://jjjs.ahau.edu.cn/lm/5_1.htm
阜阳师范学院信息工程学院,http://www.fync.edu.cn,http://cie.fync.edu.cn/channel.asp?id=19
兰州文理学院,http://www.luas.edu.cn/,
新疆农业大学科学技术学院,http://www.xjstc.net/,http://www.xjstc.net.cn/list.php?fid=12
华南理工大学广州学院,http://www.gcu.edu.cn,http://zs.gcu.edu.cn/
石家庄铁道大学四方学院,http://www.stdusfc.cn,http://zs.stdusfc.cn/
武汉纺织大学外经贸学院,http://www.cibewuse.org,http://zjc.wtu.edu.cn/zb.jsp
广东第二师范学院,http://www.gdei.edu.cn,http://web.gdei.edu.cn:8000/zsb/
新疆财经大学商务学院,http://www.xjufe.edu.cn,http://202.201.208.9/school/swxy/Type.asp?TypeId=1
天津职业技术师范大学,http://www.tute.edu.cn,http://zb.tute.edu.cn/
山东现代学院,http://www.uxd.com.cn,
大连科技学院,http://www.dist.edu.cn,http://www.dist.edu.cn/kjzs/
郑州升达经贸管理学院,http://www.shengda.edu.cn,http://www2.shengda.edu.cn/zhao/
安徽三联学院,http://www.sanlian.net.cn,http://zsb.sanlian.net.cn/
华北理工大学冀唐学院,http://jtxy.heuu.edu.cn/,http://zsjy.jtxy.heuu.edu.cn/
山东协和学院,http://www.sdxiehe.edu.cn,http://www.sdxiehe.com/zs/
重庆工程学院,http://www.zdsoft.com.cn/web/ygzs/index,http://www.cqgcxy.com/web/ygzs
福州理工学院,http://www.hxcollege.com,http://218.66.6.129:8001/
中国人民解放军装甲兵学院,,
重庆第二师范学院,http://www.cque.edu.cn/,http://www.cque.edu.cn/zs/index.php
哈尔滨体育学院,http://www.hrbipe.edu.cn,http://210.46.216.9/
兴义民族师范学院,http://www.qxntc.edu.cn/,http://www.xynun.edu.cn/list.php?bid=102&s=zsj
山东女子学院,http://www.sdwu.edu.cn,http://zsjy.sdwu.edu.cn/article/
六盘水师范学院,http://www.lpssz.edu.cn/,http://lpssyzs.university-hr.cn/
黑龙江工程学院昆仑旅游学院,http://www.kllyxy.com,http://www.kllyxy.com/zspd.html
甘肃医学院,http://www.plmc.edu.cn/,
四川文化艺术学院,http://www.cymy.edu.cn/,http://zjc.cymy.edu.cn/index.asp
中国人民解放军石家庄陆军指挥学院,,http://www.baidu.com/s?wd=中国人民解放军石家庄陆军指挥学院
青岛黄海学院,http://www.huanghaicollege.com,http://zsb.huanghaicollege.com/
北京邮电大学(宏福校区),http://www.bupt.edu.cn,
河南警察学院,http://www.hnp.edu.cn,http://xsc.hnp.edu.cn/
新疆大学科学技术学院,http://www.kj.xju.edu.cn,http://www.kj.xju.edu.cn/channels/565.html
成都东软学院,http://www.ccniit.com,http://web.ccniit.com/webpage/cd9295cb-8490-493f-b
贵州商学院,http://www.gycc.net/,http://zjzx.gzcc.edu.cn:82/
无锡太湖学院,http://www.thxy.org,http://zsjy.thxy.org/
河北科技学院,http://www.hbkjxy.cn,http://www.hbkjxy.cn/kjzs/zs_sy.htm
辽宁何氏医学院,http://www.he-edu.com,http://www.he-edu.com/ztc2014/
武汉工商学院,http://www.wybu.cn/,http://www.wtbu.edu.cn/zhaosheng
湖北文理学院理工学院,http://www.hbasstu.net/,http://web1813401.w018002.dns558.com/lgxy/web/zsw/
天津外国语大学滨海外事学院,http://bhws.tjfsu.edu.cn,http://bhws.tjfsu.edu.cn/zsxx/
南京森林警察学院,http://www.forestpolice.net,http://zsjyc.forestpolice.net/
安徽信息工程学院,http://www.ahpu.edu.cn/jdxy/,
衢州学院,http://www.qzu.zj.cn/,http://xsc.qzu.zj.cn/zs/
武警指挥学院济南分院,,http://www.baidu.com/s?wd=武警指挥学院济南分院
南昌陆军学院,,
武警上海指挥学院,,http://www.baidu.com/s?wd=武警上海指挥学院
陕西学前师范学院,http://www.snie.cn,http://125.76.215.71/zsw/default.html
中国人民解放军军事交通学院,http://www.jjxy.cn,http://www.baidu.com/s?wd=中国人民解放军军事交通学院
淮北师范大学信息学院,http://www.hbcnc.edu.cn,
昆明民族干部学院,,
郑州成功财经学院,http://www.chenggong.edu.cn,http://zs.chenggong.edu.cn/
商丘学院,http://www.hnhyedu.net,http://squ.net.cn/zb/
天津体育学院运动与文化艺术学院,http://www.tjtwy.cn,http://www.tjtwy.cn/zsxx/
新余学院,http://www.xyc.edu.cn,http://zb.xyc.edu.cn/zs/index.asp
青海民族大学,http://www.qhmu.edu.cn/,http://qhmuzs.university-hr.com/
汉口学院,http://www.hkxytz.com,http://www.hkxy.edu.cn/hkxyzs/
南昌工学院,http://www.ncgxy.com,http://zsb.ncgxy.com/
贵州理工学院,http://www.git.edu.cn/,http://zs.git.edu.cn/
解放军重庆通信学院,http://www.cqccedu.cn/,
沧州师范学院,http://www.caztc.edu.cn,http://www.caztc.edu.cn/gzzd/index.shtml
安徽外国语学院,http://www.aflu.com.cn/,http://zsw.aflu.com.cn/
武汉东湖学院,http://www.dh.whu.edu.cn,http://zs.wdu.edu.cn/
吕梁学院,http://www.llhc.sx.cn,http://llhczs.good-edu.cn/
长春建筑学院,http://www.jladi.com,http://zhaosheng.jladi.com/
湖北医药学院药护学院,http://www.hbmu.edu.cn/,http://yhgj.hbmu.edu.cn/structure/zs/zs.htm
华北理工大学轻工学院,http://www.qgxy.cn/,http://www.qgxy.cn/recr/
昭通学院,http://www.ztu.edu.cn/index,http://zjc.ztu.edu.cn:8080/admissions
广西外国语学院,http://www.cndffc.com,http://www.gxuflzs.com/zsw/index.html
武警指挥学院杭州分院,,http://www.baidu.com/s?wd=武警指挥学院杭州分院
常州大学怀德学院,http://hdc.cczu.edu.cn/,http://hdzs.cczu.edu.cn/
云南工商学院,http://www.yngsxy.net,http://www.yngsxy.net/Dept/Admissions/招生入学.html
滇西科技师范学院,http://www.lcnc.cn/,http://www.baidu.com/s?wd=滇西科技师范学院
武警北京指挥学院,,http://www.baidu.com/s?wd=武警北京指挥学院
湖南警察学院,http://www.hnpolice.com,http://www.hnpolice.com/list.aspx?cid=225
湖南女子学院,http://www.hnnd.com.cn,http://zsc.hnwu.edu.cn/index.html
山西医科大学汾阳学院,http://www.sxmufyc.edu.cn/,
商丘工学院,http://www.sqgxy.comwww.sstvc.com,http://www.sstvc.com/Html/zhaoshengxinxi/
武警广州指挥学院,,http://www.cbe21.com/yewu/gaoxiao/wujing/index.htm
内蒙古科技大学包头医学院,http://www.btmc.cn,http://www.btmc.cn/zhaoshengjiuye/benzhuankezhaosh
石河子大学科技学院,http://kjxy.shzu.edu.cn/,http://kjxy.shzu.edu.cn/structure/zsjy/zsjy_list
福州外语外贸学院,http://www.fzfu.com,http://www.fzfu.com/zsb/
郑州大学西亚斯国际学院,http://www5.zzu.edu.cn/gjxy/,http://www.baidu.com/s?wd=郑州大学西亚斯国际学院
哈尔滨石油学院,http://www.hip.edu.cn/,http://www.hr-edu.com/hrxy/zs/index.html
香港树仁大学,,http://www.baidu.com/s?wd=香港树仁大学
河北美术学院,http://www.hbafa.com,http://zsc.hbafa.com/zsxx.htm
河北民族师范学院,http://www.hbun.net,http://www.hbun.net/smartcore/web/jwc/zsxx/index.h
武警沈阳指挥学院,,
北京警察学院,http://www.bjpc.edu.cn/bjccms,http://www.bjpc.edu.cn/bjccms/zszc/index.jhtml
浙江农林大学暨阳学院,http://tmxy.zjfc.edu.cn,http://tmzs.zafu.edu.cn/
北京电影学院现代创意媒体学院,http://www.bfamcmc.edu.cn,http://www.bfamcmc.edu.cn/ZhshjyInfo.aspx?flag=1&a
宁德师范学院,http://www.ndsy.cn,
空军第一航空学院,,
武警医学院,,
沈阳化工大学科亚学院,http://www.syuctky.edu.cn,
广东科技学院,http://www.gdst.cc,http://zs.gdst.cc/
黑龙江外国语学院,http://www.hiu.edu.cn,http://www.hiu.edu.cn/
中国人民解放军工程兵指挥学院,http://www.gcbzh.cn/,
江西科技师范大学理工学院,http://www.jxstnu.cn/,http://www.jxstnupi.cn/zsjy/Index.asp
桂林理工大学博文管理学院,http://www.bwgl.cn/,http://zj.bwgl.cn/zs/
中国矿业大学银川学院,http://www.cumtyc.com.cn/,http://www.cumtyc.com.cn/inner_list.php
珠海学院,,http://www.baidu.com/s?wd=珠海学院
空军指挥学院,,
中国人民解放军电子工程学院,http://www.eei.edu.cn,http://www.baidu.com/s?wd=中国人民解放军电子工程学院
上海科技大学,http://www.shanghaitech.edu.cn/,http://www.baidu.com/s?wd=上海科技大学
石家庄机械化步兵学院,,
桂林空军学院,,
哈尔滨剑桥学院,http://www.jqu.net.cn,http://www.jqu.net.cn/node/442/4174.html
装甲兵技术学院,,
内蒙古科技大学包头师范学院,http://www.bttc.cn,http://zsjyc.bttc.edu.cn/zhaosheng/index.asp
武警指挥学院南京分院,,http://www.baidu.com/s?wd=武警指挥学院南京分院
澳门科技大学,http://www.must.edu.mo/,http://www.must.edu.mo/cn/admission/xsxw
武警指挥学院,,http://www.baidu.com/s?wd=武警指挥学院
哈尔滨华德学院,http://www.hithd.net,http://www.hrbhuade.net/html/zs/index.aspx
空军第三飞行学院,,
武警西安指挥学院,,http://www.baidu.com/s?wd=武警西安指挥学院
武警指挥学院哈尔滨分院,,http://www.baidu.com/s?wd=武警指挥学院哈尔滨分院
通信指挥学院,,
岭南大学,http://www.ln.edu.hk/,
防空兵指挥学院,,
武警指挥学院郑州分院,,http://www.baidu.com/s?wd=武警指挥学院郑州分院
长安大学兴华学院,http://www.chdxhxy.com/website/index.aspx,http://www.chdxhxy.com/Simplified/ZhaoshengList.as
武警指挥学院长春分院,,http://www.baidu.com/s?wd=武警指挥学院长春分院
香港浸会大学,http://www.hkbu.edu.hk,http://buwww.hkbu.edu.hk/sch/admissions/admission_
陕西服装工程学院,http://www.sxfu.org/,http://zhaokao.sxfu.org/
武警指挥学院福州分院,,http://www.baidu.com/s?wd=武警指挥学院福州分院
武警太原指挥学院,,
武警指挥学院昆明分院,,http://www.baidu.com/s?wd=武警指挥学院昆明分院
大连理工大学(盘锦校区),http://panjin.dlut.edu.cn/,
澳门镜湖护理学院,,http://www.kwnc.edu.mo/web/csubpage.asp?sel=4
安徽文达信息工程学院,http://www.wendaedu.com.cn,http://www.wendaedu.com.cn/zs/
香港公开大学,,http://www.ouhk.edu.hk/wcsprd/Satellite?pagename=O
武警指挥学院长沙分院,,http://www.baidu.com/s?wd=武警指挥学院长沙分院
澳门城市大学,http://www.cityu.edu.mo/index.php/tw/,http://202.175.47.146/MCURecruitSite/Pages/NewsLis
武警指挥学院南宁分院,,http://www.baidu.com/s?wd=武警指挥学院南宁分院
齐齐哈尔工程学院,http://www.hdyu.com,http://www.qqhrit.com/zsw/
上海财经大学国际教育学院,,
香港教育学院,http://www.ied.edu.hk/,http://www.ied.edu.hk/web/pros_stud.php
空军第二飞行学院,,
武警石家庄指挥学院,,
中国科学院大学,http://www.gucas.ac.cn/,http://admission.ucas.ac.cn/ShowArticle/newslist1/
电子科技大学(沙河校区),http://gwh.uestc.edu.cn/gwh/,http://www.baidu.com/s?wd=电子科技大学(沙河校区)
澳门旅游学院,http://www.ift.edu.mo,http://www.ift.edu.mo/admission
武警指挥学院兰州分院,,http://www.baidu.com/s?wd=武警指挥学院兰州分院
武警指挥学院武汉分院,,http://www.baidu.com/s?wd=武警指挥学院武汉分院
空军第五飞行学院,,
武警指挥学院森林部队分院,,http://www.baidu.com/s?wd=武警指挥学院森林部队分院
武警指挥学院合肥分院,,http://www.baidu.com/s?wd=武警指挥学院合肥分院
南京人口管理干部学院,http://www.ncppm.cn,
空军第十三飞行学院,,
武警指挥学院南昌分院,,http://www.baidu.com/s?wd=武警指挥学院南昌分院
上海纽约大学,http://shanghai.nyu.edu,http://www.baidu.com/s?wd=上海纽约大学
武警指挥学院呼和浩特分院,,http://www.baidu.com/s?wd=武警指挥学院呼和浩特分院
武警指挥学院天津分院,,http://www.baidu.com/s?wd=武警指挥学院天津分院
武警指挥学院拉萨分院,,http://www.baidu.com/s?wd=武警指挥学院拉萨分院
中国人民解放军空军第四飞行学院,,http://www.baidu.com/s?wd=中国人民解放军空军第四飞行学院
中国人名解放军空军第六飞行学院,,
武警指挥学院贵阳分院,,http://www.baidu.com/s?wd=武警指挥学院贵阳分院
武警指挥学院西宁分院,,http://www.baidu.com/s?wd=武警指挥学院西宁分院
武警指挥学院乌鲁木齐分院,,http://www.baidu.com/s?wd=武警指挥学院乌鲁木齐分院
中国人民大学(苏州校区),http://www.sc.ruc.edu.cn/,http://www.baidu.com/s?wd=中国人民大学(苏州校区)
宿迁学院,http://www.sqc.edu.cn/,http://zb.sqc.edu.cn/Index.aspx
合肥工业大学(宣城校区),http://xc.hfut.edu.cn/,http://www.baidu.com/s?wd=合肥工业大学(宣城校区)
北京明园大学,http://www.bjmyu.cn/,
温州肯恩大学,http://www.wku.edu.cn/,
贵州民族大学人文科技学院,http://www.gzmyrw.cn/,http://www.gzmyrw.cn/rw/welcome/1349505060273288
北京交通大学(威海校区),http://www.njtu.edu.cn/pub/wh/znbm/xsc/index.htm,http://www.baidu.com/s?wd=北京交通大学(威海校区)
湖北省经济管理干部学院,,http://www.hbeim.org/article/list.asp?classid=19
河北中医学院,http://www.hebcm.edu.cn/,http://zsb.hebcm.edu.cn/
营口理工学院,http://www.yku.edu.cn/,http://zsjy.yku.edu.cn/zs/
江西中医药大学科技学院,http://www.jxtcmstc.com/,http://zb.jxtcmstc.com/
哈尔滨理工大学(荣成校区),http://www.hustrc.cn/indexpc.asp,
武汉学院,http://abc.whxy.net/,http://www.baidu.com/s?wd=武汉学院
哈尔滨医科大学(大庆校区),http://www.hmudq.edu.cn/,
山西工程技术学院,http://www.sxit.edu.cn/,
广西壮族自治区经济管理干部学院,http://www.jgy.gx.cn/,
上海兴伟学院,http://www.xingwei.edu.cn/,http://www.baidu.com/s?wd=上海兴伟学院
内蒙古艺术学院,http://www.imac.edu.cn/,
河北石油职业技术学院,http://www.pvtc.edu.cn,http://www.pvtc.edu.cn/zhaosheng/
浙江建设职业技术学院,http://www.zjjy.net,http://zsw.zjjy.net/
北京科技职业学院,http://www.5aaa.com,http://www.5aaa.com/zsxx/
渤海石油职业学院,http://www.bhsyxy.com;,http://zsjyc.bhsyxy.com/
江西应用技术职业学院,http://www.jxyyxy.com,http://www.jxyyxy.com/zsw/
日照职业技术学院,http://www.gotorzu.cn,http://www.gotorzu.cn/#
肇庆医学高等专科学校,http://www.zqyz.gd.cn/,http://www.zqmc.net/?page_id=4963
邢台职业技术学院,http://www.xpc.edu.cn,http://zs.xpc.edu.cn/
浙江金融职业学院,http://www.zfc.edu.cn,http://zsjy.zfc.edu.cn/sss/index.asp
河北公安警察职业学院,http://www.hebsjy.com,http://www.cepuhg.com/zhaoshengjiuye/
北京汇佳职业学院,http://www.hju.net.cn,http://www.hju.net.cn/HJZB-wangye/zhaoshengshouye.
石家庄科技信息职业学院,http://www.kjxinxiedu.com,http://www.kjxinxiedu.com/zsztw/main/index.php
四川建筑职业技术学院,http://www.scatc.net,http://zfc.scac.edu.cn/zhaosheng/
浙江水利水电学院,http://www.zjwchc.com,http://zjc.zjweu.edu.cn/zhaosheng/index.asp
